fdc_id,description,Energy (Atwater Specific Factors) (KCAL),Protein (G),Total lipid (fat) (G),"Carbohydrate, by difference (G)","Fiber, total dietary (G)","Sugars, total including NLEA (G)",Leucine (G),"Fatty acids, total monounsaturated (G)","PUFA 18:2 n-6 c,c (LA) (G)","PUFA 18:3 n-3 c,c,c (ALA) (G)",PUFA 20:5 n-3 (EPA) (G),PUFA 22:6 n-3 (DHA) (G),"Fatty acids, total trans","Sugars, added","Fatty acids, total saturated (G)","Vitamin A, RAE (UG)","Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Vitamin E (alpha-tocopherol) (MG),Vitamin B-6 (MG),"Folate, DFE (UG)",Biotin (UG),"Magnesium, Mg (MG)","Zinc, Zn (MG)","Selenium, Se (UG)","Iron, Fe (MG)","Potassium, K (MG)",Niacin (MG),"Calcium, Ca (MG)","Copper, Cu (MG)","Iodine, I (UG)","Manganese, Mn (MG)","Molybdenum, Mo (UG)","Phosphorus, P (MG)",Thiamin (MG),Riboflavin (MG),Pantothenic acid (MG),Vitamin B-12 (UG),Sodium (mg),Added Sugars (g)
173576,"Oil, oat",884,0,100,0,0,0,0,35.11,0,0,0,0,0,0,19.62,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173577,"Fish oil, cod liver",898.571429,0,100,0,0,0,0,46.711,0,0,6.898,10.968,0,0,22.608,30000,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173578,"Fish oil, sardine",898.571429,0,100,0,0,0,0,33.841,0,0,10.137,10.656,0,0,29.892,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173579,"Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)",880.714286,0,100,0,0,0,0,50.973,0,0,0,0,0,0,30.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173580,"Margarine-like, vegetable oil-butter spread, tub, with salt",360.714286,1,40,1,0,0,0,18.438,0,0,0,0,0,0,7.238,819,0.1,0,4.47,0.01,1,0,2,0.01,0.5,0.04,36,0.02,24,0.002,0,0,0,20,0.01,0.03,0,0.09,786,0
173581,"Butter, light, stick, with salt",499,3.3,55.1,0,0,0,0,15.927,0,0,0,0,0,0,34.321,465,0,0,1.58,0.01,1,0,5,0.26,1,1.09,71,0.02,48,0,0,0,0,34,0.01,0.07,0,0.13,450,0
173582,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",530.952381,0.17,59.81,0.86,0,0,0,19.348,23.423,2.669,0,0,3.664,0,12.086,819,0.1,0,21.12,3.75,1,0,2,0,0,0,30,0.016,21,0,0,0,0,16,0.007,0.026,0.001,10.8,615,0
173583,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",526,0.6,59.17,0,0,0,0,20.316,21.123,2.645,0,0,7.374,0,10.042,819,0.1,0,5,0.006,1,0,2,0,0,0,30,0.016,21,0,0,0,0,16,0.007,0.026,0.03,0.07,700,0
173584,"Shortening, vegetable, household, composite",880.714286,0,99.97,0,0,0,0,41.186,23.76,1.883,0,0,13.164,0,24.98,0,0,0,6.13,0.001,0,0,0,0,0,0.07,0,0,1,0,0,0,0,0,0.02,0,0.68,0,4,0
173585,"Margarine, regular, 80% fat, composite, stick, without salt",717,0.16,80.71,0.7,0,0,0,38.877,21.522,0,0,0,14.89,0,15.189,819,0.2,0,9,0.009,1,0,3,0,0,0.06,18,0.023,3,0,0,0,0,5,0.01,0.037,0,0.1,2,0
173586,"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",330,2,35,2,0,0,0,9.8,0,0,0,0,0,0,7,819,0.2,0,5,0.01,3,0,5,0.24,1,0.02,64,0.03,50,0.004,0,0,0,39,0.01,0.06,0,0.15,630,0
173587,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",717,0.16,80.71,0.7,0,0,0,38.877,21.522,1.957,0,0,14.89,0,15.189,0,0,0,5.23,0,1,0,1,0.11,0,0.12,18,0.003,3,0,0,0,0,5,0.012,0,0,0,654,0
173588,"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",628,0.26,70.22,1.53,0,0,0,33.468,17.28,2.073,0,0,14.786,0,13.631,0,0,0,5.59,0.003,1,0,2,0.06,0,0.12,46,0,7,0,0,0.014,0,10,0.052,0.025,0.001,0,700,0
173589,"Margarine Spread, 40-49% fat, tub",401,0.27,44.46,0,0,0,0,10.351,18.343,2.386,0.002,0,0.562,0,11.055,0,0,11.8,3.94,0.007,1,0,1,0.02,0,0.06,17,0.004,2,0.009,0,0.005,0,4,0.003,0.003,0.03,0,716,0
173590,"Salad dressing, italian dressing, fat-free",46.428571,0.97,0.87,8.75,0.6,8.85,0,0.235,0,0,0,0,0,0,0.295,4,0.4,0,0.76,0,12,0,5,0.36,2,0.4,102,0.135,30,0.116,0,0.032,0,109,0.031,0.053,0,0.31,1129,0
173591,"Salad dressing, ranch dressing, fat-free",118.333333,0.25,1.92,26.51,0.1,5.35,0,0.388,0.611,0.076,0,0,0,0,0.447,1,0,0,0.18,0.024,6,0,8,0.4,0.8,1.05,111,0.007,50,0.195,0,0.111,0,113,0.03,0.025,0.771,0,897,0
173592,"Salad dressing, ranch dressing, regular",430,1.32,44.54,5.9,0,4.69,0,9.202,22.153,3.276,0,0.004,0.182,0,6.964,15,0,0.1,2.22,0.03,4,0,5,0.17,3.5,0.3,64,0.054,28,0.019,0,0.033,0,186,0.015,0.087,0.272,0.17,901,0
173593,"Salad dressing, ranch dressing, reduced fat",195.47619,1.25,12.42,21.33,1.1,3.77,0,2.794,3.626,0.527,0,0,0.059,0,1.25,18,0.6,0,1.6,0.029,4,0,6,0.62,2.9,0.69,132,0.007,40,0.162,0,0.053,0,193,0.022,0.027,0.861,0,1120,0
173594,"Salad dressing, mayonnaise, light",238,0.37,22.22,9.23,0,3.56,0.032,5.01,11.351,1.518,0,0.002,0.056,0,3.446,8,0,0,2.19,0.002,4,0,2,0.07,2.6,0.14,31,0.01,6,0.019,0,0.007,0,15,0.008,0,0.058,0,827,0
173595,"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",880.714286,0,100,0,0,0,0,5.935,1.657,0,0,0,0,0,86.002,0,0,0,0.09,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173596,"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",884,0,100,0,0,0,0,41.929,30.153,1.942,0,0,13.555,0,17.683,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173597,"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",880.714286,0,100,0,0,0,0,38.87,32.239,2.485,0,0,12.574,0,18.358,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173598,"Oil, industrial, soy, refined, for woks and light frying",884,0,100,0,0,0,0,21.701,51.172,6.912,0,0,0.124,0,15.34,0,0,0,8.18,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173599,"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",628,0,71,0,0,0,0,37.243,5.491,0.493,0,0,19.068,0,22.869,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0
173600,"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",884,0,100,0,0,0,0,5.406,0.834,0,0,0,0,0,87.558,0,0,0,3.81,0,0,0,0,0.04,0,0.29,2,0,1,0,0,0,0,0,0,0,0,0,6,0
173601,"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter",880.714286,0,100,0,0,0,0,0.257,0,0,0,0,0.257,0,93.701,0,0,0,3.81,0,0,0,0,0.08,0,0.15,1,0,1,0,0,0,0,0,0,0,0,0,6,0
173602,"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",884,0,100,0,0,0,0,1.271,0.037,0,0,0,0,0,92.614,0,0,0,3.81,0,0,0,0,0.04,0,0.15,1,0,1,0,0,0,0,0,0,0,0,0,6,0
173603,"Oil, industrial, palm kernel (hydrogenated), filling fat",880.714286,0,100,0,0,0,0,5.705,0,0,0,0,4.658,0,88.209,0,0,0,3.81,0,0,0,0,0.04,0,0.15,1,0,2,0,0,0,0,0,0,0,0,0,6,0
173604,"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",884,0,100,0,0,0,0,59.715,4.21,0,0,0,31.228,0,28.421,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173605,"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",714,1.9,80.2,0,0,0,0,46.692,5.759,0.313,0,0,24.747,0,20.442,1032,0.4,0,4.6,0.019,3,0,6,0,0,0,94,0.05,66,0,0,0,0,51,0.022,0.081,0.187,0.21,879,0
173606,"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",884,0,100,0,0,0,0,40.824,30.372,1.628,0,0,13.784,0,17.416,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173607,"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",880.714286,0,100,0,0,0,0,71.023,2.667,0,0,0,42.851,0,18.788,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173608,"Margarine-like spread, SMART BEAT Super Light without saturated fat",157.380952,0,17.1,0,0,0,0,7.6,0,0,0,0,2.45,0,2.22,0,0,0,1.7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,755,0
173609,"Margarine-like spread, SMART BEAT Smart Squeeze",47,0,2.1,7.1,0,1,0,0.47,0,0,0,0,0.04,0,0.31,0,0,0,0.2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,829,0
173610,"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)",605,0.13,70.95,0.16,0,0,0,25.334,14.917,2.386,0.314,0.322,0.377,0,19.83,0,0,0,11.78,0,0,0,0,0,0,0,71,0,0,0,0,0,0,23,0,0,0,0,729,0
173611,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",244.047619,26.96,13.72,1.63,0.1,0,1.983,5.42,0,0,0.01,0.04,0,0,3.66,25,0,0,0,0.35,11,0,23,2.89,18.4,1.34,229,6.037,12,0.08,0,0.028,0,176,0.081,0.225,1.215,0.32,89,0
173612,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",189.761905,23.35,10.15,0,0,0,1.931,4.155,1.775,0.08,0.004,0.007,0.055,0,2.74,12,0,0.1,0.19,0.383,4,0,22,2.36,26.9,1.11,247,5.403,11,0.071,0,0.015,0,195,0.093,0.203,1.077,0.39,123,0
173613,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",203.333333,25.32,10.64,0,0,0,1.855,4.07,0,0,0.01,0.04,0,0,2.91,27,0,0.1,0.27,0.19,7,0,20,2.65,17,1.33,184,4.204,11,0.071,0,0.019,0,141,0.05,0.19,0.858,0.22,76,0
173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",116,19.41,3.71,0,0,0,1.654,1.33,0.654,0.027,0.003,0.007,0.018,0,0.949,7,0,0,0.18,0.381,4,0,20,2.05,21.8,0.76,225,5.198,9,0.066,0,0.014,0,174,0.09,0.22,1.1,0.51,114,0
173615,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",271.904762,21.77,16.17,8.72,0.3,0,1.603,6.58,0,0,0.01,0.04,0,0,4.28,27,0,0,0,0.27,24,0,20,2.17,26.6,1.4,189,5.433,18,0.08,0,0.054,0,152,0.116,0.221,0.994,0.28,279,0
173616,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",253.095238,26.84,14.43,2.5,0.1,0,1.969,5.68,0,0,0.01,0.05,0,0,3.9,28,0,0,0,0.34,13,0,24,2.68,20.8,1.43,233,6.546,13,0.085,0,0.032,0,182,0.088,0.235,1.198,0.31,88,0
173617,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",184,24.03,8.99,0,0,0,2,3.564,1.037,0.043,0.007,0.012,0.032,0,2.446,20,0,0.1,0.19,0.413,5,0,23,2.07,25.7,1.09,264,6.034,12,0.061,0,0.02,0,202,0.09,0.187,1.191,0.38,98,0
173618,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",219.047619,24.17,12.92,0,0,0,1.766,5.04,0,0,0.01,0.04,0,0,3.57,37,0,0.1,0.27,0.18,6,0,20,2.43,18.9,1.35,176,4.59,11,0.071,0,0.019,0,139,0.054,0.191,0.812,0.2,73,0
173619,"Chicken, broilers or fryers, leg, meat only, raw",119.285714,19.16,4.22,0,0,0,1.61,1.44,0.616,0.025,0.004,0.013,0.015,0,1.05,10,0,0,0.18,0.406,4,0,23,1.76,21,0.78,238,5.578,10,0.06,0,0.017,0,180,0.087,0.179,1.17,0.57,96,0
173620,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",328.809524,19.82,23.52,8.7,0,0,1.403,9.79,0,0,0.01,0.03,0,0,6.22,51,0,0,0,0.21,21,0,16,2.5,21.3,2.15,151,4.528,31,0.113,0,0.065,0,115,0.1,0.237,0.839,0.24,276,0
173621,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",330.714286,24.01,23.61,4.24,0,0,1.69,9.7,0,0,0.01,0.04,0,0,6.32,57,0,0,0,0.25,15,0,19,3.07,18.6,2.42,180,5.348,31,0.13,0,0.052,0,132,0.078,0.259,0.982,0.26,82,0
173622,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",245.952381,19.61,18.1,0,0,0,1.342,7.22,0,0,0.02,0.04,0,0,5,48,0,0.1,0.27,0.1,3,0,13,2.72,17.3,2.3,108,3.319,27,0.097,0,0.046,0,122,0.04,0.248,0.525,0.14,52,0
173623,"Chicken, broilers or fryers, neck, meat only, raw",153.333333,17.55,8.78,0,0,0,1.316,2.73,0,0,0.02,0.08,0,0,2.25,44,0,0,0,0.29,8,0,17,2.68,13.5,2.06,175,4.119,27,0.109,0,0.035,0,113,0.054,0.228,1.09,0.32,81,0
173624,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",260.952381,26.75,14.98,3.18,0.1,0,1.958,5.87,0,0,0.01,0.05,0,0,4.09,29,0,0,0,0.33,15,0,25,2.52,19.9,1.49,237,6.946,14,0.089,0,0.036,0,187,0.094,0.243,1.185,0.3,88,0
173625,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",231.190476,23.26,14.71,0,0,0,1.891,6.257,2.626,0.12,0.006,0.005,0.081,0,4.111,16,0,0.2,0.19,0.414,4,0,22,1.73,25.3,1.08,253,5.789,9,0.063,0,0.017,0,216,0.088,0.19,1.227,0.44,102,0
173626,"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",231.190476,23.26,14.74,0,0,0,1.695,5.84,0,0,0.01,0.04,0,0,4.11,45,0,0.1,0.27,0.17,6,0,19,2.25,17.9,1.37,170,4.894,11,0.07,0,0.019,0,139,0.057,0.191,0.776,0.19,71,0
173627,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",121,19.66,4.12,0,0,0,1.675,1.497,0.736,0.03,0.002,0.007,0.02,0,1.097,7,0,0,0.18,0.451,4,0,23,1.58,22.9,0.81,242,5.557,7,0.062,0,0.013,0,185,0.088,0.196,0,0.61,95,0
173628,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",322.857143,19.87,21.81,10.94,0.3,0,1.421,8.96,0,0,0.01,0.04,0,0,5.83,34,0,0,0,0.3,26,0,16,1.38,25.7,1.29,138,5.265,20,0.063,0,0.06,0,121,0.106,0.152,0.71,0.25,320,0
173629,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",319.761905,26.11,22.16,2.39,0.1,0,1.851,8.89,0,0,0.02,0.05,0,0,6.06,38,0,0,0,0.41,8,0,19,1.76,21.3,1.25,177,6.697,15,0.061,0,0.028,0,150,0.058,0.137,0.874,0.28,77,0
173630,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",254,23.79,16.87,0,0,0,1.968,7.706,3.177,0.163,0.004,0.006,0.084,0,4.976,12,0,0.2,0.69,0.558,9,0,19,1.64,25.5,0.84,212,6.32,18,0.041,0,0.011,0,147,0.065,0.153,0.86,0.35,98,0
173631,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",248.095238,22.78,16.82,0,0,0,1.616,6.6,0,0,0.02,0.05,0,0,4.71,40,0,0.1,0.27,0.22,3,0,16,1.63,18.5,1.13,139,4.621,12,0.046,0,0.018,0,121,0.04,0.103,0.504,0.18,67,0
173632,"Chicken, broilers or fryers, wing, meat only, raw",125.47619,21.97,3.54,0,0,0,1.649,0.85,0,0,0.01,0.05,0.07,0,0.94,18,1.2,0.1,0.13,0.53,4,0,22,1.63,17.8,0.88,194,7.359,13,0.041,0,0.018,0,155,0.059,0.101,0.836,0.38,81,0
173633,"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",219.047619,23.96,13.07,0.05,0,0,1.746,5.22,0,0,0.01,0.03,0,0,3.66,179,0.4,0,0,0.34,23,0,20,1.71,15.7,1.61,204,7.031,13,0.071,0,0.027,0,179,0.057,0.189,1.003,0.78,71,0
173634,"Canada Goose, breast meat only, skinless, raw",132.857143,24.31,4.02,0,0,0,0,0.817,0.226,0.033,0.004,0.006,0.008,0,0.609,11,0,0,0.57,1.077,0,0,29,1.68,0,5.91,336,6.56,4,0.443,0,0.05,0,256,0.284,1.523,0,4.1,50,0
173635,"Chicken, roasting, meat and skin, cooked, roasted",222.142857,23.97,13.39,0,0,0,1.739,5.4,0,0,0.01,0.03,0,0,3.74,0,0,0,0,0.35,5,0,20,1.45,23.6,1.26,211,7.418,12,0.058,0,0.018,0,179,0.057,0.143,0.918,0.27,73,0
173636,"Chicken, roasting, meat only, raw",110.47619,20.33,2.7,0,0,0,1.526,0.83,0,0,0.01,0.03,0,0,0.67,13,0,0,0.22,0.42,7,0,23,1.19,16.9,1.03,238,7.875,10,0.05,0,0.018,0,198,0.069,0.134,1.032,0.36,75,0
173637,"Chicken, roasting, light meat, meat only, cooked, roasted",152.380952,27.13,4.07,0,0,0,2.036,1.52,0,0,0,0.03,0,0,1.08,8,0,0.1,0.27,0.54,3,0,23,0.78,25.8,1.08,236,10.469,13,0.042,0,0.015,0,217,0.061,0.093,0.907,0.31,51,0
173638,"Chicken, roasting, dark meat, meat only, raw",112.619048,18.74,3.61,0,0,0,1.406,1.12,0,0,0.01,0.03,0,0,0.93,18,0,0,0.21,0.32,9,0,21,1.65,13.5,1.15,227,5.878,9,0.059,0,0.02,0,178,0.072,0.173,1.183,0.34,95,0
173639,"Chicken, roasting, dark meat, meat only, cooked, roasted",177.380952,23.25,8.75,0,0,0,1.745,3.31,0,0,0.01,0.04,0,0,2.43,16,0,0,0,0.31,7,0,20,2.13,19.6,1.33,224,5.736,11,0.07,0,0.019,0,171,0.063,0.192,1.026,0.27,95,0
173640,"Chicken, stewing, meat and skin, and giblets and neck, raw",250,17.48,19.52,0.19,0,0,1.281,7.82,0,0,0.01,0.05,0,0,5.48,331,3.1,0,0,0.35,37,0,20,1.37,12.5,1.51,204,6.383,10,0.092,0,0.031,0,173,0.111,0.251,1.129,1.26,71,0
173641,"Chicken, stewing, giblets, raw",167.380952,17.89,9.21,2.13,0,0,1.425,2.75,0,0,0,0,0,0,2.63,3152,11.4,0,0,0.52,350,0,18,3.01,56.1,5.93,226,8.53,10,0.275,0,0.151,0,198,0.097,1.106,3.275,10.83,77,0
173642,"Chicken, stewing, giblets, cooked, simmered",193.333333,25.73,9.3,0.11,0,0,2.046,2.94,0,0,0,0,0,0,2.66,2864,5.5,0,0,0.41,367,0,20,4.28,90.4,6.44,154,4.971,13,0.299,0,0.177,0,223,0.09,1.047,2.971,9.48,56,0
173643,"Chicken, stewing, light meat, meat only, raw",136.428571,23.1,4.21,0,0,0,1.733,1.25,0,0,0,0.06,0,0,0.97,21,1.8,0,0.23,0.57,4,0,26,0.6,17.8,0.92,261,9.915,11,0.067,0,0.018,0,231,0.132,0.123,0.887,0.4,53,0
173644,"Chicken, stewing, light meat, meat only, cooked, stewed",212.142857,33.04,7.98,0,0,0,2.479,2.69,0,0,0,0.08,0,0,1.98,22,0,0,0,0.39,4,0,23,0.83,28.7,1.19,199,8.538,14,0.085,0,0.02,0,225,0.094,0.196,0.69,0.27,58,0
173645,"Chicken, capons, meat and skin, raw",233.095238,18.77,17.07,0,0,0,1.386,7.31,0,0,0.01,0.02,0,0,4.95,37,1.7,0,0.32,0.36,6,0,21,1.17,14.6,1.09,217,7.273,11,0.05,0,0.02,0,183,0.064,0.127,0.965,0.34,45,0
173646,"Chicken, capons, meat and skin, cooked, roasted",228.095238,28.96,11.65,0,0,0,2.115,4.75,0,0,0.01,0.03,0,0,3.26,0,0,0,0,0.43,6,0,24,1.74,21.6,1.49,255,8.947,14,0.069,0,0.021,0,246,0.07,0.17,1.104,0.33,49,0
173648,"Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk",64.761905,3.3,3.3,5.6,0.1,0,0.323,0.958,0,0,0,0,0,0,2.061,28,0.9,0,0,0.042,5,0,16,0.38,5.5,0.11,172,0.293,119,0.012,0,0.016,0,99,0.038,0.161,0.31,0.35,49,0
173649,"Beverages, Dairy drink mix, chocolate, reduced calorie, with low-calorie sweeteners, powder",329,25,2.6,51.4,9.4,32.94,0,0.496,0,0,0,0,0,0,1.871,209,5.6,4.7,0.04,0.11,33,0,210,3.6,21.5,7.7,2240,1.25,1412,0.8,0,0.73,0,893,0.112,1.938,2.139,2.03,659,0
173650,"Beverages, dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",28.809524,2.19,0.23,4.51,0.8,2.89,0,0.043,0,0,0,0,0,0,0.164,18,0.5,0,0,0.01,3,0,19,0.32,1.9,0.68,197,0.11,127,0.079,0,0.064,0,78,0.01,0.17,0.188,0.18,61,0
173651,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate.",172,0.1,0.5,42.9,0.2,11.7,0,0.226,0,0,0,0,0,0,0.078,0,243.1,0,0.3,0,30,0,2,0.06,0.3,0.26,435,0,130,0.039,0,0.028,0,76,0.422,0.133,0.025,0,24,0
173652,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",48.809524,0.03,0.14,12.21,0,11.91,0,0.064,0,0,0,0,0,0,0.022,0,69.2,0,0,0,9,0,1,0.02,0.1,0.08,124,0,39,0.018,0,0.008,0,22,0.12,0.038,0.007,0,10,0
173653,"Cranberry juice cocktail, frozen concentrate",200.238095,0.05,0,51.45,0.2,42.5,0,0,0,0,0,0,0,0,0,2,45.8,0,0,0.049,0,0,5,0.07,0,0.3,49,0.04,11,0.02,0,0.14,0,5,0.023,0.032,0.487,0,4,0
173654,"Cranberry juice cocktail, frozen concentrate, prepared with water",47.142857,0.01,0,11.81,0,9.76,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0.011,0,0,2,0.02,0,0.07,12,0.009,5,0.012,0,0.032,0,1,0.005,0.007,0.112,0,4,0
173659,"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",385.952381,0,1.23,94.11,0,80.5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.022,0,0,1,0.06,0,0.34,30,0.22,40,0.25,0,0.05,0,120,0.011,0.802,0.055,0,63,0
173660,"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",26.190476,0,0,6.43,0,5.24,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.022,0,0,0,0.01,0,0.05,15,0.22,1,0.006,0,0.013,0,10,0.011,0,0.055,0,39,0
173661,"Whiskey sour mix, bottled, with added potassium and sodium",84,0.1,0.1,21.4,0,0,0,0.002,0,0,0,0,0,0,0.008,1,2.7,0,0,0,0,0,1,0.07,0.1,0.11,7,0,2,0,0,0,0,6,0.013,0.01,0.013,0,33,0
173662,"Alcoholic beverage, whiskey sour",148.333333,0,0.03,13.17,0,0,0,0.001,0,0,0,0,0,0,0.005,0,1.6,0,0,0,0,0,1,0.06,0.1,0.08,5,0.02,1,0.009,0,0.006,0,6,0.011,0.006,0.008,0,20,0
173663,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",274.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.04,0,0.04,2,0.013,0,0.021,0,0.018,0,4,0.006,0.004,0,0,1,0
173664,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",293.809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.04,0,0.04,2,0.013,0,0.021,0,0.018,0,4,0.006,0.004,0,0,1,0
173665,"Alcoholic beverage, liqueur, coffee, 63 proof",306.904762,0.1,0.3,32.2,0,32.2,0,0.022,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,3,0.03,0.3,0.06,30,0.144,1,0.04,0,0.017,0,6,0.004,0.012,0,0,8,0
173666,"Lemonade, frozen concentrate, pink",191.428571,0.22,0.69,48.86,0.3,46.46,0,0.008,0,0,0,0,0,0,0.026,0,14.1,0,0.07,0.015,11,0,7,0.03,0,0.08,76,0.12,8,0.011,0,0.014,0,7,0.017,0,0.105,0,4,0
173667,"Beverages, lemonade, frozen concentrate, pink, prepared with water",43,0.05,0.15,10.81,0.1,10.28,0,0.002,0,0,0,0,0,0,0.006,0,3.1,0,0.02,0.003,2,0,2,0.01,0,0.02,17,0.027,4,0.01,0,0.003,0,2,0.004,0,0.023,0,4,0
173668,"Fish, herring, Atlantic, kippered",216.190476,24.58,12.37,0,0,0,1.998,5.112,0,0,0.97,1.179,0,0,2.791,40,1,2.2,1.54,0.413,14,0,46,1.36,52.6,1.51,447,4.402,84,0.135,0,0.05,0,325,0.126,0.319,0.88,18.7,918,0
173669,"Fish, herring, Pacific, raw",194.285714,16.39,13.88,0,0,0,1.332,6.872,0,0,0.969,0.689,0,0,3.257,32,0,0,0,0.45,5,0,32,0.53,36.5,1.12,423,2.2,83,0.078,0,0.045,0,228,0.06,0.2,1,10,74,0
173670,"Fish, ling, raw",86.666667,18.99,0.64,0,0,0,1.543,0.09,0,0,0,0,0,0,0.12,30,0,0,0,0.304,7,0,63,0.78,36.5,0.65,379,2.3,34,0.11,0,0.03,0,198,0.11,0.19,0.32,0.56,135,0
173671,"Fish, lingcod, raw",84.761905,17.66,1.06,0,0,0,1.435,0.35,0,0,0,0,0,0,0.197,15,0,0,0,0.3,9,0,26,0.45,36.5,0.32,437,1.9,14,0.027,0,0.02,0,201,0.03,0.114,0.75,3.6,59,0
173672,"Fish, mackerel, Pacific and jack, mixed species, raw",157.380952,20.07,7.89,0,0,0,1.631,2.629,0,0,0.509,0.932,0,0,2.247,19,2,9.1,1,0.33,2,0,28,0.67,36.5,1.16,406,8.32,23,0.093,0,0.015,0,125,0.111,0.421,0.316,4.4,86,0
173673,"Fish, mackerel, spanish, raw",138.571429,19.29,6.3,0,0,0,1.568,1.53,0,0,0.329,1.012,0,0,1.828,39,1.6,7.3,0.69,0.4,1,0,33,0.49,36.5,0.44,446,2.3,11,0.055,0,0.014,0,205,0.13,0.17,0.75,2.4,59,0
