fdc_id,description,Energy (Atwater Specific Factors) (KCAL),Protein (G),Total lipid (fat) (G),"Carbohydrate, by difference (G)","Fiber, total dietary (G)","Sugars, total including NLEA (G)",Leucine (G),"Fatty acids, total monounsaturated (G)","PUFA 18:2 n-6 c,c (LA) (G)","PUFA 18:3 n-3 c,c,c (ALA) (G)",PUFA 20:5 n-3 (EPA) (G),PUFA 22:6 n-3 (DHA) (G),"Fatty acids, total trans","Sugars, added","Fatty acids, total saturated (G)","Vitamin A, RAE (UG)","Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),Vitamin E (alpha-tocopherol) (MG),Vitamin B-6 (MG),"Folate, DFE (UG)",Biotin (UG),"Magnesium, Mg (MG)","Zinc, Zn (MG)","Selenium, Se (UG)","Iron, Fe (MG)","Potassium, K (MG)",Niacin (MG),"Calcium, Ca (MG)","Copper, Cu (MG)","Iodine, I (UG)","Manganese, Mn (MG)","Molybdenum, Mo (UG)","Phosphorus, P (MG)",Thiamin (MG),Riboflavin (MG),Pantothenic acid (MG),Vitamin B-12 (UG),Sodium (mg),Added Sugars (g)
167512,"Pillsbury Golden Layer Buttermilk Biscuits, Artificial Flavor, refrigerated dough",306.190476,5.88,13.24,41.18,1.2,5.88,0,0,0,0,0,0,4.412,0,2.941,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1059,0
167513,"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",328.809524,4.34,11.27,53.42,1.4,21.34,0,0,0,0,0,0,4.29,0,3.25,0,0.1,0,0,0,0,0,0,0,0,1.93,0,0,28,0,0,0,0,0,0,0,0,0,780,0
167514,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",375.47619,6.1,3.7,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,0
167515,"George Weston Bakeries, Thomas English Muffins",231.428571,8,1.8,46,0,0,0,0.303,0,0,0,0,0.082,0,0.308,0,0,0,0,0,0,0,0,0,0,1.4,0,0,180,0,0,0,0,0,0,0,0,0,345,0
167516,"Waffles, buttermilk, frozen, ready-to-heat",272.380952,6.58,9.22,41.05,2.2,4.3,0.489,4.53,0,0,0.012,0.007,0,0,1.898,401,0,0,0.62,0.972,96,0,19,0.48,9.5,6.04,126,6.675,279,0.04,0,0.215,0,388,0.499,0.665,0.24,2.86,621,0
167517,"Waffle, buttermilk, frozen, ready-to-heat, toasted",309,7.42,9.49,48.39,2.6,4.41,0.544,5.292,0,0,0.013,0.008,0,0,2.275,438,0,0,0.68,1.11,107,0,22,0.48,10.3,6.59,138,7.942,299,0.037,0,0.223,0,444,0.563,0.648,0.217,1.62,710,0
167518,"Waffle, buttermilk, frozen, ready-to-heat, microwaved",287.857143,6.92,9.4,44.16,2.4,4.5,0,4.864,0,0,0,0,0,0,2.057,429,0,0,0.63,1.105,99,0,20,0.58,10.1,6.53,110,6.73,125,0.063,0,0.235,0,410,0.576,0.695,0.24,2.44,663,0
167519,"Waffle, plain, frozen, ready-to-heat, microwave",298,6.71,9.91,45.41,2.4,5.04,0,5.195,0,0,0,0,0,0,1.58,0,0,0,0.95,1.016,106,0,25,0.45,12.8,5.81,148,7.785,197,0.038,0,0.154,0,410,0.544,0.655,0.325,2.18,682,0
167520,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",501,5.1,24.83,64.3,1.9,18.13,0,16.928,0,0,0,0,0,0,4.999,0,0,0,1.85,0.076,97,0,23,1.25,2.6,2.6,113,3.22,29,0.223,0,1.287,0,117,0.184,0.213,0.178,0,471,0
167521,"Pie Crust, Cookie-type, Chocolate, Ready Crust",484,6.08,22.42,64.48,2.7,26.31,0.382,14.482,0,0,0,0,0,0,4.725,0,0,0,1.79,0.043,108,0,40,2.1,2.5,4.3,187,3.073,32,0.77,0,1.833,0,120,0.336,0.265,0.168,0,503,0
167522,"Pie, Dutch Apple, Commercially Prepared",289.285714,2.17,11.5,44.54,1.6,22.02,0.158,5.797,0,0,0,0,0,0,2.313,18,5.7,0,0.96,0.039,32,0,8,0.19,2.2,0.91,76,1.094,14,0.148,0,0.233,0,29,0.193,0.067,0.096,0,200,0
167523,"Pie crust, deep dish, frozen, unbaked, made with enriched flour",468,5.52,28.74,46.79,1.4,0,0.383,14.489,0,0.115,0,0,0,0,8.129,0,0,0,1.24,0.047,111,0,15,0.46,4.5,2.26,91,2.5,20,0.079,0,0.476,0,68,0.227,0.143,0.36,0,353,0
167524,"Waffles, chocolate chip, frozen, ready-to-heat",297,5.8,10.1,45.68,1.5,13.1,0.331,2.564,0,0,0,0.002,0.2,0,3.567,429,0,0.1,0,0.57,117,0,16,0.4,13.1,6.4,74,5.7,357,0.221,0,0.393,0,272,0.43,0.49,0.218,1.7,529,0
167525,"Tostada shells, corn",474,6.15,23.38,64.43,5.8,0,0,7.217,0,0.124,0,0,0.163,0,7.011,0,0,0,0,0.363,0,0,76,1.23,2.2,1.53,237,1.553,76,0.148,0,0.363,0,203,0.353,0.094,0.191,0,657,0
167526,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",372.380952,7.12,17.12,47.84,0.7,24.9,0.65,6.794,3.639,0.489,0,0.014,2.027,0,4.612,141,0,0.3,0.96,0.04,48,0,11,0.8,13.3,0.98,350,1.2,73,0.03,0,0.24,0,200,0.02,0.08,0.7,0.35,510,0
167527,"Bread, pound cake type, pan de torta salvadoran",389.047619,7.06,17.45,51.29,1.7,18.1,0.54,4.411,8.074,1.158,0.002,0.007,0.16,0,3.042,0,0,0,1.42,0.05,0,0,19,0.62,13.5,2.2,210,4.7,46,0.03,0,0.26,0,300,0.07,0.18,0.55,0,390,0
167528,"Pastry, Pastelitos de Guava (guava pastries)",379,5.48,18.5,47.76,2.2,17,0,8.543,2.142,0.163,0,0.001,2.853,0,5.535,0,0,0,0.95,0.053,0,0,15,0.42,17.5,2.12,103,2.493,14,0.079,0,0.265,0,56,0.19,0.117,0.27,0,231,0
167529,"Crackers, snack, Goya Crackers",431.428571,14.25,13.35,64.35,3.8,2.35,0,4.697,1.435,0.038,0.002,0,0.063,0,6.323,0,0,0,0,0,0,0,39,1.17,0,5.66,124,0,16,0.155,0,0.625,0,145,0,0,0,0,665,0
167530,"Crackers, cream, Gamesa Sabrosas",484,7.01,20.37,64.55,2.4,9.37,0,10.625,1.542,0.045,0,0,3.969,0,5.362,0,0,0,1.59,0.065,253,0,25,0.66,9.5,7.38,129,5.08,26,0.111,0,0.778,0,98,0.298,0.24,0.462,0.46,1148,0
167531,"Crackers, cream, La Moderna Rikis Cream Crackers",462.142857,7.19,19.5,64.88,2.4,10.41,0,14.468,0.434,0.02,0,0,2.905,0,2.634,0,0,0,0,0,0,0,28,4.11,0,6.64,117,0,734,0.113,0,0.845,0,100,0,0,0,0.8,752,0
167532,"Bread, white wheat",238,10.66,2.15,43.91,9.2,5,0,0.393,0.875,0.083,0.003,0,0.031,0,0.63,0,0,0,0.38,0.08,162,0,26,0.95,16.1,4.89,127,4.455,684,0.149,0,0.634,0,103,0.51,0.255,0.455,0,478,0
167533,"Bagels, wheat",249.285714,10.2,1.53,48.89,4.1,6.12,0,0.29,0,0,0,0,0,0,0,0,0,0,0.32,0.147,108,0,51,1.1,28.7,2.76,165,3.37,20,0.175,0,1.43,0,142,0.403,0.209,0.375,0,439,0
167534,"Cream puff, eclair, custard or cream filled, iced",332.857143,4.41,18.52,37.43,0.9,22.05,0,6.07,0,0,0,0.009,0,0,7.055,23,0,0.3,0.95,0.041,100,0,10,0.45,15.5,0.95,68,1.908,35,0.06,0,0.224,0,71,0.263,0.241,0.471,0.17,265,0
167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",297,8.01,7.58,49.27,2.4,2.66,0.459,3.801,0,0,0,0,0.014,0,1.225,0,0,0,0.86,0.028,188,0,21,0.57,21.9,3.32,133,4.191,163,0.115,0,0.516,0,213,0.487,0.124,0.283,0,742,0
167536,"Snacks, beef jerky, chopped and formed",410,33.2,25.6,11,1.8,9,0,11.305,0,0,0,0,0,0,10.85,0,0,0.3,0.49,0.179,134,0,51,8.11,10.7,5.42,597,1.732,20,0.227,0,0.111,0,407,0.154,0.142,0.163,0.99,1785,0
167537,"Snacks, corn-based, extruded, chips, plain",539,6.17,33.36,57.27,4,0.27,0.803,9.134,16.036,0.264,0.006,0,0.088,0,4.331,3,0,0,7.23,0.167,8,0,72,1.29,7.6,1.2,144,0.842,138,0.101,0,0.333,0,194,0.047,0.078,0.19,0,514,0
167538,"Snacks, corn-based, extruded, chips, barbecue-flavor",520.952381,7,32.7,56.2,5.2,0,0.747,9.48,0,0,0,0,0,0,4.46,31,1.7,0,0,0.23,39,0,77,1.06,4.1,1.54,236,1.645,131,0.166,0,0.774,0,207,0.075,0.21,0.143,0,763,0
167539,"Snacks, corn-based, extruded, cones, plain",508.095238,5.8,26.9,62.9,1.1,0,0.715,1.7,0,0,0,0,0,0,22.75,16,0,0,0,0.04,3,0,11,0.21,3.8,2.54,81,1.41,3,0.04,0,0.087,0,44,0.32,0.24,0.225,0,1022,0
167540,"Snacks, fruit leather, pieces",358.095238,1,2.68,82.82,0,57.58,0,1.48,0,0,0,0,0,0,0.65,3,56,0,0.56,0.3,4,0,14,0.19,2.7,0.75,164,0.1,18,0.171,0,0.184,0,24,0.043,0.1,0.319,0,199,0
167541,"Snacks, fruit leather, rolls",371,0.1,3,85.8,0,49.16,0,1.48,0,0,0,0,0,0,0.672,6,120,0,0.56,0.3,2,0,20,0.19,0.4,1.01,294,0.1,32,0.171,0,0.184,0,31,0.084,0.02,0.029,0,317,0
167542,"Snacks, granola bars, hard, plain",469.52381,10.1,19.8,64.4,5.3,28.57,0.724,4.38,0,0,0,0,0,0,2.37,2,0.9,0,2.09,0.085,23,0,97,2.03,16.2,2.95,336,1.581,61,0.392,0,1.777,0,277,0.264,0.119,0.813,0,294,0
167543,"Snacks, granola bars, hard, almond",493.095238,7.7,25.5,62,4.8,0,0.585,7.74,0,0,0,0,0,0,12.51,2,0,0,0,0.047,12,0,81,1.58,15,2.5,273,0.61,32,0.127,0,1.365,0,228,0.28,0.07,0.466,0,256,0
167544,"Snacks, granola bars, soft, uncoated, raisin",446.190476,7.6,17.8,66.4,4.2,0,0.565,2.84,0,0,0,0,0,0,9.57,0,0,0,0,0.103,21,0,72,1.3,15.7,2.44,362,1.101,101,0.28,0,1.26,0,220,0.231,0.163,0.48,0.18,282,0
167545,"Snacks, granola bars, soft, coated, milk chocolate coating, chocolate chip",464.285714,5.8,24.9,63.8,3.4,0,0.474,7.77,0,0,0,0,0,0,14.22,7,0,0,0,0.1,26,0,66,1.3,0,2.33,313,0.72,103,0.35,0,0.93,0,199,0.09,0.25,0.51,0.57,200,0
167546,"Candies, honey-combed, with peanut butter",471.666667,8.72,20.18,67.41,1.9,62.68,0.607,8.496,0,0,0,0,0.029,0,5.735,0,0,0,3.57,0.173,34,0,66,1.03,2,0.71,220,5.147,21,0.169,0,0.656,0,132,0.064,0.085,0.446,0,174,0
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",506.190476,10.2,31.1,53.4,2.8,23.74,0.804,6.54,0,0,0,0,0,0,17.01,5,0.6,0,4.17,0.106,25,0,67,1.47,13.1,1.45,339,3.29,108,0.323,0,1.35,0,227,0.1,0.21,0.53,0,193,0
167548,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",430.238095,9.8,20,62.2,4.2,0,0.641,8.36,0,0,0,0,0,0,5.59,2,0,0,0,0.1,33,0,88,1.7,0,1.94,377,3.15,80,0.4,0,1.35,0,262,0.12,0.12,0.53,0.45,328,0
167549,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",583,7.29,43.55,45.06,8.1,0.46,1.103,9.809,0,0,0,0,0,0,6.82,8,0.3,0,2.43,0.109,25,0,79,3.1,2.2,1.98,182,1.195,4,0.162,0,0.629,0,199,0.134,0.057,0.23,0,909,0
167550,"Snacks, popcorn, cakes",382.619048,9.7,3.1,80.1,2.9,0.72,1.053,0.92,0,0,0,0,0,0,0.48,4,0,0,0.29,0.181,18,0,159,3.99,9.9,1.87,327,6.006,9,0.569,0,0.985,0,277,0.075,0.178,0.434,0,288,0
167551,"Snacks, popcorn, caramel-coated, with peanuts",398.571429,6.4,7.8,80.7,3.8,45.36,0.641,2.73,0,0,0,0,0,0,1.04,4,0,0,0.85,0.185,16,0,80,1.24,3.9,3.91,355,1.99,66,0.297,0,0.764,0,127,0.051,0.126,0.23,0,177,0
167552,"Snacks, popcorn, caramel-coated, without peanuts",429.285714,3.8,12.8,79.1,5.2,53.19,0.284,2.88,0,0,0,0,0,0,3.61,2,0,0,1.2,0.028,5,0,35,0.58,3.6,1.74,109,2.2,43,0.119,0,0.22,0,83,0.065,0.07,0.082,0.01,206,0
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",500.47619,4.56,26.14,64.76,3.2,0.63,0.369,4.553,11.986,0.043,0.019,0,0.139,0,6.759,0,12,0,2.18,0.412,27,0,45,0.7,2.9,1.11,760,3.595,29,0.153,0,0.361,0,129,0.212,0.015,0.83,0,450,0
167554,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",545,6.6,37,51.3,1.2,0,0.485,7.12,0,0,0,0,0,0,9.47,323,9.5,0,0,0.476,23,0,55,0.71,0,1.4,496,2.5,64,0.063,0,0.405,0,169,0.18,0.1,0.827,0,541,0
167555,"Snacks, pretzels, hard, plain, salted",384,10.04,2.93,80.39,3.4,2.21,0.757,0.727,1.223,0.063,0,0,0.004,0,0.391,0,2.1,0,0.47,0.074,166,0,29,1.04,4.4,4.58,223,5.27,27,0.156,0,1.015,0,128,0.424,0.332,0.322,0,1240,0
167556,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",457,7.5,16.7,70.9,2.4,38.8,0.531,5.39,0,0,0,0,0,0,7.68,0,0.5,0,0.62,0.172,9,0,41,0.92,14.5,2,225,0.8,74,0.302,0,0.562,0,145,0.099,0.2,0.759,0,569,0
167557,"Snacks, rice cakes, brown rice, sesame seed",390.47619,7.6,3.8,81.5,5.4,0,0.625,1.1,0,0,0,0,0,0,0.54,0,3,0,0,0.155,18,0,136,3,24.1,1.58,290,7.205,12,0.39,0,4.299,0,375,0.048,0.085,1.461,0,227,0
167558,"Snacks, tortilla chips, plain, white corn, salted",472,7.1,20.68,67.78,5.4,0.78,0,5.664,9.695,0.23,0,0,0.812,0,2.811,0,0,0,3.53,0.179,12,0,84,1.38,4.4,1.52,182,0.838,106,0.097,0,0.388,0,225,0.14,0.07,0.297,0.36,328,0
167559,"Snacks, tortilla chips, nacho cheese",519,7.36,27.42,60.81,5.1,2.59,0.881,9.089,11.798,0.262,0,0,0.185,0,3.876,6,0.4,0,6.24,0.22,13,0,75,1.38,7.4,1.16,223,1.29,137,0.102,0,0.33,0,252,0.153,0.136,0.364,0,691,0
167560,"Snacks, tortilla chips, ranch-flavor",501,7.19,24.63,62.74,4,3.03,0.871,7.047,0,0.235,0,0,0.345,0,3.539,0,0,0,0,0.2,0,0,87,1.43,7.3,1.38,259,1.3,134,0.101,0,0.365,0,252,0.048,0.06,0.6,0,519,0
167561,"Snacks, trail mix, regular",460.238095,13.8,29.4,44.9,0,0,0.89,12.53,0,0,0,0,0,0,5.55,1,1.4,0,0,0.298,71,0,158,3.22,0,3.05,685,4.712,78,0.985,0,1.034,0,345,0.462,0.198,0.895,0,229,0
167562,"Candies, ALMOND JOY Candy Bar",479,4.13,26.93,59.51,5,48.34,0,5.26,0,0,0,0,0,0,17.59,0,0.7,0,0,0,0,0,0,0,0,1.27,254,0,64,0,0,0,0,112,0,0,0,0,142,0
167563,"Candies, TWIZZLERS CHERRY BITES",336.428571,2.97,1.7,79.38,0.1,0,0,0.49,0,0,0,0,0.54,0,0.25,0,0,0,0,0,0,0,0,0,0,0.55,14,0,12,0,0,0,0,47,0,0,0,0,261,0
167564,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",388,2,7.5,80.89,0.2,48,0,1.03,0,0,0,0,0,0,5.5,0,0.8,0,0.3,0.009,2,0,7,0.49,1.3,0.2,44,0.069,35,0.026,0,0.038,0,28,0.06,0.044,0.082,0.06,295,0
167565,"Candies, NESTLE, BUTTERFINGER Bar",457.142857,5.4,18.9,72.9,2,45.9,0,5.119,0,0,0,0,0.04,0,9.5,0,0,0,1.72,0.069,28,0,48,1,2.9,0.79,220,2.649,36,0.193,0,0.49,0,97,0.121,0.062,0.37,0.04,230,0
167566,"Candies, caramels, chocolate-flavor roll",387,1.59,3.31,87.73,0.1,56.32,0,1.929,0,0.016,0,0,0.963,0,0.967,0,0,0,0.65,0.01,11,0,22,0.4,2.2,0.8,116,0.21,36,0.13,0,0.047,0,57,0.056,0.07,0.29,0,44,0
167567,"Baking chocolate, unsweetened, liquid",472,12.1,47.7,36.2,18.1,0,0.737,9.23,0,0,0,0,0,0,25.29,1,0,0,0,0.072,19,0,265,3.68,7.9,4.15,1166,2.1,54,1.91,0,1.65,0,340,0.05,0.279,0.154,0,12,0
167568,"Baking chocolate, unsweetened, squares",639.285714,14.32,52.31,28.42,16.6,0.91,0.695,16.068,0,0.117,0,0,0,0,32.277,0,0,0,0.4,0.027,28,0,327,9.63,8.1,17.4,830,1.355,101,3.233,0,4.167,0,400,0.147,0.1,0.168,0,24,0
167569,"Candies, confectioner's coating, yogurt",520.238095,5.87,27,63.94,0,62.36,0,0.526,0,0,0,0,0,0,24.104,1,0.5,0,1.11,0.056,8,0,18,0.7,4.7,0.14,290,0.154,205,0.008,0,0.003,0,157,0.064,0.261,0.587,0.65,88,0
167570,"Candies, confectioner's coating, peanut butter",529,18.3,29.8,46.88,5,38.3,0,12.829,0,0,0,0,1.763,0,13.12,0,0.3,0,1.36,0.17,77,0,110,2,3.9,1.7,505,8.2,110,0.4,0,1.4,0,310,0.232,0.2,1.056,0.2,250,0
167571,"Candies, white chocolate",536.666667,5.87,32.09,59.24,0.2,59,0,9.097,0,0,0,0,0,0,19.412,9,0.5,0,0.96,0.056,7,0,12,0.74,4.5,0.24,286,0.745,199,0.06,0,0.008,0,176,0.063,0.282,0.608,0.56,90,0
167572,"Ice creams, vanilla, light",180,4.78,4.83,29.46,0.3,22.12,0,1.281,0,0,0,0,0,0,2.927,128,1.2,0.1,0.12,0.045,6,0,14,0.73,2,0.19,208,0.136,161,0.017,0,0.005,0,103,0.053,0.255,0.481,0.47,74,0
167573,"Ice creams, vanilla, rich",248.095238,3.5,16.2,22.29,0,20.65,0.298,4.46,0,0,0.001,0.004,0,0,10.329,182,0,0.3,0.51,0.045,9,0,11,0.47,3.5,0.34,157,0.082,117,0.008,0,0.004,0,105,0.041,0.167,0.46,0.39,61,0
167574,"Desserts, flan, caramel custard, prepared-from-recipe",145,4.53,4.03,22.78,0,22.78,0,1.266,0,0,0.001,0.007,0,0,1.799,46,0,0,0.23,0.044,9,0,9,0.47,8.7,0.38,118,0.082,83,0.028,0,0.01,0,96,0.032,0.21,0.514,0.36,53,0
167575,"Ice creams, vanilla",207,3.5,11,23.6,0.7,21.22,0.316,2.969,0,0,0.003,0,0,0,6.79,118,0.6,0.2,0.3,0.048,5,0,14,0.69,1.8,0.09,199,0.116,128,0.023,0,0.008,0,105,0.041,0.24,0.581,0.39,80,0
167576,"Ice creams, vanilla, light, soft-serve",125.47619,4.9,2.6,21.8,0,18.69,0.424,0.76,0,0,0,0,0,0,1.63,29,0.9,0,0.06,0.046,5,0,14,0.53,3.6,0.06,221,0.118,157,0.027,0,0.008,0,121,0.052,0.198,0.447,0.5,70,0
167577,"Sherbet, orange",144,1.1,2,30.4,1.3,24.32,0,0.53,0,0,0,0,0,0,1.16,12,2.3,0,0.01,0.023,4,0,8,0.48,1.5,0.14,96,0.063,54,0.028,0,0.011,0,40,0.027,0.097,0.224,0.13,46,0
167578,"Candies, fudge, peanut butter, prepared-from-recipe",385.714286,3.78,6.59,77.75,0.7,73.36,0,2.867,0,0,0,0,0,0,1.721,9,0,0,1.01,0.066,9,0,20,0.48,2.2,0.22,119,1.439,42,0.056,0,0.164,0,68,0.022,0.082,0.231,0.14,118,0
167579,"Candies, fudge, vanilla, prepared-from-recipe",381.428571,1.05,5.45,82.15,0,79.77,0,1.399,0,0,0,0,0.179,0,3.382,46,0,0,0.14,0.009,1,0,3,0.15,1.7,0.02,49,0.038,38,0.004,0,0.002,0,30,0.014,0.074,0.119,0.08,47,0
167580,"Candies, fudge, vanilla with nuts",435,3,13.69,74.61,0.9,71,0,2.454,0,0,0,0,0.158,0,3.828,41,0.1,0,0.22,0.077,12,0,24,0.56,2.2,0.41,103,0.179,47,0.219,0,0.466,0,73,0.051,0.085,0.183,0.07,42,0
167581,"Candies, NESTLE, GOOBERS Chocolate Covered Peanuts",510,9.7,34,53,9.7,43,0,0,0,0,0,0,0.07,0,12.1,0,0.3,0,0,0,0,0,0,0,0,1.1,502,0,89,0,0,0,0,0,0,0,0,0,36,0
167582,"Candies, NESTLE, BABY RUTH Bar",473.333333,5.4,21.6,64.8,2,54,0,5.557,0,0,0,0,0.05,0,12.1,0,0,0,0.93,0.042,12,0,43,0.72,2.5,0.63,249,1.251,47,0.225,0,0.351,0,94,0.058,0.121,0.333,0.06,230,0
167583,"Candies, TWIZZLERS Strawberry Twists Candy",348,2.56,2.32,79.16,0,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,287,0
167584,"Syrups, table blends, pancake, with butter",289.52381,0,0.09,72.43,0,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.7,0.09,3,0.02,2,0.014,0,0.045,0,10,0.028,0.009,0.005,0,287,0
167585,"Ice creams, chocolate, light",186.666667,5,7.19,25.7,0.8,24.71,0,2.055,0,0,0,0,0,0,4.38,71,1.2,0.1,0.2,0.023,4,0,20,0.43,2.2,0.69,170,0.126,159,0.103,0,0.101,0,83,0.023,0.129,0.246,0.14,71,0
167586,"Candies, NESTLE, CHUNKY Bar",517.142857,7.5,27.5,60.4,2.5,52.5,0,0,0,0,0,0,0.16,0,12.5,0,0,0,0,0,0,0,0,0,0,0.9,0,0,100,0,0,0,0,0,0,0,0,0,38,0
167587,"Candies, milk chocolate",535,7.65,29.66,59.4,3.4,51.5,0,7.186,0,0.122,0,0,0,0,18.509,59,0,0,0.51,0.036,11,0,63,2.3,4.5,2.35,372,0.386,189,0.491,0,0.471,0,208,0.112,0.298,0.472,0.75,79,0
167588,"Puddings, banana, dry mix, instant, prepared with 2% milk",105,2.76,1.7,19.74,0,0,0.271,0.46,0,0,0,0,0,0,0.971,46,0.8,0.8,0,0.036,4,0,12,0.33,2,0.06,131,0.072,102,0.01,0,0.003,0,216,0.033,0.137,0.267,0.3,296,0
167589,"Puddings, banana, dry mix, regular, prepared with 2% milk",101,2.9,1.73,18.43,0,0,0.284,0.462,0,0,0,0,0,0,1.015,50,0.7,0.9,0,0.034,4,0,13,0.35,2.1,0.05,137,0.075,109,0.01,0,0.004,0,83,0.031,0.144,0.278,0.25,164,0
167590,"Andrea's, Gluten Free Soft Dinner Roll",257,5.65,8.2,40.24,2.9,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.14,0,0,42,0.77,9.2,0.89,165,0,41,0.111,0,0.671,0,128,0.25,0,0,0,544,0
167591,"Crunchmaster, Multi-Grain Crisps, Snack Crackers, Gluten-Free",453.809524,10.91,15.92,67.18,7.5,0.8,0,7.004,5.026,0.922,0.008,0,0.018,0,2.069,0,0,0,0,0.37,0,0,149,2.5,16.3,2.68,339,4.57,246,0.508,0,2.42,0,354,0,0.15,0.84,0,370,0
167592,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",474,2.19,17.89,76.03,2.5,49,0,6.142,1.702,0.048,0.002,0,0.099,0,7.905,0,0,0,0,0,0,0,40,0.66,0,2.81,157,0.39,19,0.261,0,0.515,0,70,0.05,0.076,0.15,0,275,0
167593,"Glutino, Gluten Free Cookies, Vanilla Creme",485.47619,2.19,18.79,77.34,0,49.43,0,6.253,1.808,0.051,0.002,0,0.079,0,8.094,0,0,0,0,0,0,0,9,0.18,0,0.23,67,0,11,0.028,0,0.247,0,32,0,0,0,0,189,0
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",465,9.42,18.42,65.81,2.4,1.03,0,10.991,3.859,0.418,0,0,0.032,0,1.432,0,0,0,3.68,0.06,0,0,23,0.97,4,4.73,169,6.64,74,0.127,0,0.527,0,156,0.833,0.507,0.695,0,947,0
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",459,11.16,17.29,64.7,3.5,0.83,0,9.223,2.994,0.362,0,0,0.084,0,2.614,0,0,0,0,0.08,0,0,24,1.32,0,4.45,168,5.887,101,0.139,0,0.559,0,204,0.84,0.463,0.58,0,1187,0
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",467.619048,9.67,18.93,65.11,3.5,0.86,0,11.111,3.532,0.446,0,0,0.062,0,2.137,0,0,0,0,0,0,0,28,1.04,0,4.87,326,6.785,93,0.161,0,0.552,0,173,0.775,0.565,0.67,0,815,0
167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",320,3.13,10.7,52.83,3.5,8.36,0,7.363,1.611,0.571,0.002,0,0.019,0,0.339,0,0,0,0,0,0,0,11,0.26,0,0.76,92,0,24,0.039,0,0.174,0,37,0,0,0,0,528,0
167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",297.142857,5.4,8.02,51.15,5.5,11.3,0.46,4.721,1.415,0.485,0,0,0.023,0,0.629,0,0,0,1.61,0.095,0,0,25,0.51,11,0.53,107,1.405,59,0.053,0,0.439,0,70,0.135,0.27,0,0,515,0
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",309,7.25,9.34,49.09,4.9,9.81,0,5.438,1.555,0.799,0.002,0,0.019,0,0.266,0,0,0,0,0.09,0,0,31,0.58,0,0.76,123,1.41,60,0.074,0,0.505,0,77,0.18,0.32,0,0,510,0
167600,"Udi's, Gluten Free, Whole Grain Dinner Rolls",327.619048,11.8,11.6,44.29,11.2,4.2,0,5.352,3.129,1.739,0.01,0,0.034,0,1.381,0,0,0,1.39,0,0,0,96,1.35,25,1.64,273,3.79,118,0.259,0,1.69,0,233,0.38,0.36,0,0,507,0
167601,"Van's, Gluten Free, Totally Original Pancakes",215,3.31,4.55,40.32,1.5,4.06,0,2.376,0.934,0.277,0.003,0,0.013,0,0.48,0,0,0,0,0.075,0,0,34,0.55,0,0.7,127,1.55,39,0.109,0,0.925,0,306,0.07,0.04,0,0,331,0
167602,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",259,15.34,1.39,46.24,36.7,0,0.903,0.11,0,0,0,0,0,0,0.45,406,29,3.1,5.53,0.23,188,0,692,2.53,0,66.38,2944,3.75,299,0.47,0,5.88,0,260,0.48,1.59,0,2.25,4331,0
167603,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",31.428571,1.86,0.17,5.62,4.5,0,0.11,0.01,0,0,0,0,0,0,0.05,49,3.5,0.4,0.67,0.03,23,0,84,0.31,0,8.07,358,0.46,36,0.06,0,0.71,0,32,0.06,0.19,0,0.27,526,0
167604,"Potatoes, hash brown, refrigerated, unprepared",84,1.75,0.08,19.16,1.8,0.91,0,0,0,0,0,0,0,0,0,0,4.9,0,0.07,0.257,0,0,19,0.38,2.9,0.48,425,1.777,6,0.062,0,0.14,0,70,0.027,0.022,0.555,0,42,0
